"date","beta0","beta1","beta2","rmse_fit","mae_fit"
2024-02-29,5.07672033298391,3.77496392918196,0.780906358520737,31.5659828902666,28.4440695612084
2024-03-31,5.15332971450561,3.83735391411213,0.790298889810752,31.8113556496933,28.5405822858351
2024-04-30,5.21480493308097,3.88506401408571,0.798737855791267,32.0499769726801,28.6243789729869
2024-05-31,5.27936721882058,3.93112313631827,0.809460639050651,32.8420009997681,29.1586827843776
2024-06-30,5.36927357644645,3.98922882360499,0.827363426712186,34.6499503725705,30.4306226641231
2024-07-31,5.47375618171466,4.05939783367249,0.847090252346447,35.6436182489607,31.3036795535041
2024-08-31,5.58881453767297,4.14225411701816,0.866195670763242,36.2571189960612,32.0131738697508
2024-09-30,5.71496682471243,4.23794696409326,0.884693291929584,36.8982475592698,32.7603157373436
2024-10-31,5.86823176545322,4.34942760155113,0.909426778567712,38.8249553783982,34.2870089182828
2024-11-30,6.068933202485,4.49726149069904,0.941375053373592,41.0430998194842,36.3324998470171
2024-12-31,6.24733662311092,4.63130047199761,0.968495699325061,41.3363837620612,36.7109543038861
2025-01-31,6.29419421226487,4.67141359520363,0.973339554977394,38.122805130291,34.0306075479644
2025-02-28,6.31959368288019,4.69929030491299,0.973324167787986,37.3200293201054,33.5558083420489
2025-03-31,6.32990898763215,4.72132002436024,0.968403133832592,36.3834480398525,33.0363438177063
2025-04-30,6.33531235338967,4.73415337192123,0.965432343862322,36.5140029446915,33.0514790945329
2025-05-31,6.32035411163217,4.73170583051236,0.958582552644143,35.8680082389423,32.4727125457901
2025-06-30,6.25983985316045,4.69281081616327,0.946272622391206,34.4839674744795,31.2310565487251
2025-07-31,6.14046255981511,4.60910555903876,0.924718575986374,32.4413997174826,29.3481906532058
2025-08-31,5.9906946220696,4.49980330715436,0.899931134517111,31.0197628760287,27.9771411158896
2025-09-30,5.86617016457975,4.40485361495059,0.881488536733241,31.2165323804479,28.00280674769
