date,beta0,beta1,beta2
2025-04-30,124.05192388482956,-92.4927902872938,-61.13947479283836
2025-05-31,124.05192388482956,-92.4927902872938,-61.13947479283836
2025-06-30,124.05192388482956,-92.4927902872938,-61.13947479283836
2025-07-31,124.05192388482956,-92.4927902872938,-61.13947479283836
2025-08-31,124.05192388482956,-92.4927902872938,-61.13947479283836
2025-09-30,124.05192388482956,-92.4927902872938,-61.13947479283836
