,beta0,beta1,beta2
2025-10-31,117.78110813129562,-90.07372796551378,-71.04983666704062
2025-11-30,117.78110813129562,-90.07372796551378,-71.04983666704062
2025-12-31,117.78110813129562,-90.07372796551378,-71.04983666704062
2026-01-31,117.78110813129562,-90.07372796551378,-71.04983666704062
2026-02-28,117.78110813129562,-90.07372796551378,-71.04983666704062
2026-03-31,117.78110813129562,-90.07372796551378,-71.04983666704062
